ML System Design с Валерием Бабушкиным | Выпуск 1 | Собеседование | karpov.courses;https://www.youtube.com/watch?v=VPg2Uu1MYgI
JetBrains DataSpell IDE для Data Science | Анатолий Карпов | karpov.courses;https://www.youtube.com/watch?v=I5uSqwo91xA
Никита Елаков — как сменить хоккей на QA | Подкаст | karpov.courses;https://www.youtube.com/watch?v=ANlm1kP3orQ
Вова Мюге — как играть в онлайн-игры и доиграться до руководителя | Подкаст | karpov.courses;https://www.youtube.com/watch?v=biJRGBlj_1M
Максим Годзи о приёмах Data Science в продуктовой аналитике | Часть 2 | karpov.courses;https://www.youtube.com/watch?v=_5K1P8QQ5hs
Елена Серёгина – из жены браузера в аналитический консалтинг | Подкаст | karpov.courses;https://www.youtube.com/watch?v=Ppl6w-_aRjM
Михаил Серёгин – ЭЭГ, нейромаркетинг и Яндекс | Подкаст | karpov.courses;https://www.youtube.com/watch?v=d19P4zOI_U8
Ярослав Баранов – хотел в науку, а попал в IT | Подкаст | karpov.courses;https://www.youtube.com/watch?v=TLOOlI2b38c
Игорь Котенков обо всём, что вы хотели узнать о карьере в DS | Интервью | karpov.courses;https://www.youtube.com/watch?v=55y2GKvfYPc
Анатолий Карпов – Как стать хорошим аналитиком | Подкаст | karpov.courses;https://www.youtube.com/watch?v=XGFrnaYIbVQ
Анатолий Карпов – о каждом модуле курса «Аналитик данных»;https://www.youtube.com/watch?v=hvMvNmiaW8M
Из автомеханика в аналитики | Подкаст | karpov.courses;https://www.youtube.com/watch?v=0CBVqWSO1K4
В IT из декрета и без опыта — как это было | Подкаст | karpov.courses;https://www.youtube.com/watch?v=vwA2JeYM3Lc
Валерий Бабушкин: от карьеры в химометрике до директора по анализу данных | Подкаст | karpov.courses;https://www.youtube.com/watch?v=hfrNLA-cHqo
Александр Сахнов: задача о пустых полках в супермаркете;https://www.youtube.com/watch?v=3ugO9ftG3uA
О карьерном пути аналитика сегодня | Алексей Никушин | karpov.courses;https://www.youtube.com/watch?v=gAYrmR8XalQ
О стажировке в Google и жизни в долине | Дарья Яковлева | karpov.courses;https://www.youtube.com/watch?v=3_bEwm9bTr0
Лаврентий Данилов: Машинное обучение в биологии;https://www.youtube.com/watch?v=PjMpSVbDuZ0
Методы обнаружения выбросов | Вебинар Яна Пиле | karpov.courses;https://www.youtube.com/watch?v=TOK7Kq7x0yc
Дарья Яковлева о работе в Google и машинном обучении ВКонтакте | Интервью | karpov.courses;https://www.youtube.com/watch?v=u-xjI5etUlM
Максим Годзи – о различиях между аналитиками в России и США;https://www.youtube.com/watch?v=ybvZh8sBMXM
О том, как стать аналитиком в большой компании | Беслан Курашов | karpov.courses;https://www.youtube.com/watch?v=ZoHVAB00-bc
Об A/B тестах без A/B тестов | Никита Маршалкин | karpov.courses;https://www.youtube.com/watch?v=NcDcxOqB52k
Роман Кумар Виас о Digital Marketing | Интервью | karpov.courses;https://www.youtube.com/watch?v=Be5vKJZD9_I
Как бизнес использует пользовательские данные | Артур Хачуян | karpov.courses;https://www.youtube.com/watch?v=_QxzYcrMNE8
О требованиях к Junior-аналитику | Мария Жавадова | karpov.courses;https://www.youtube.com/watch?v=pvhvYwjyzts
Команда курса по ML – подробно о каждом модуле;https://www.youtube.com/watch?v=IwJgivQPG-o
О разнице зарплат аналитиков в России и за рубежом | Валерий Бабушкин | karpov.courses;https://www.youtube.com/watch?v=DmetraJABBU
Максим Годзи о приёмах Data Science в продуктовой аналитике | Интервью | Часть 1 | karpov.courses;https://www.youtube.com/watch?v=ChmbECud7g0
Шум и GAM: обобщённые аддитивные модели | Вебинар Александра Манаенкова | karpov.courses;https://www.youtube.com/watch?v=kWipfZhBpE0
Беслан Курашов о работе в Яндексе и карьере аналитика | Интервью | karpov.courses;https://www.youtube.com/watch?v=25QL56CxchQ
Моделирование течения инфекционных заболеваний | Вебинар Яна Пиле | karpov.courses;https://www.youtube.com/watch?v=ClwKrqX2KDU
Артур Хачуян о Big Data в рекламе и политике | Интервью | karpov.courses;https://www.youtube.com/watch?v=6ftRaV895zU
Валерий Бабушкин о работе в Facebook и трендах Data Science | Интервью | karpov.courses;https://www.youtube.com/watch?v=w-0NdY8y-4Y&t=1409s
Автокорректор ошибок правописания на Python | Вебинар Яна Пиле | karpov.courses;https://www.youtube.com/watch?v=uqJV765l3sI
Основатели Experiment Fest об образовании, анализе данных и бизнесе | Интервью | karpov.courses;https://www.youtube.com/watch?v=k5lIzSTsNY4
Словари;https://www.youtube.com/watch?v=x75U0qUA4PM
Алексей Никушин: аналитика, маркетинг, МатеМаркетинг | Интервью | karpov.courses;https://www.youtube.com/watch?v=mome3DWQqg0
Никита Маршалкин: A/B-тесты сложнее, чем кажется | Интервью | karpov.courses;https://www.youtube.com/watch?v=gljfGAkgX_o&t=2s
Влад Грозин о рекомендательных системах и Data Science | Интервью | karpov.courses;https://www.youtube.com/watch?v=arlz6jQ921E
Анализ данных в Pandas | Вебинар Анатолия Карпова | karpov.courses;https://www.youtube.com/watch?v=1Irng_IZV84&t=10s
Визуализация как метод исследования данных;https://www.youtube.com/watch?v=v3T8p_75vd4
От данных к метрикам;https://www.youtube.com/watch?v=gZZSHN4pUU8
Объединение данных, метод merge;https://www.youtube.com/watch?v=ku6dJLg72NY
Приступаем к аналитике;https://www.youtube.com/watch?v=X9wtuV_DjrU
Lambda функции для быстрых вычислений;https://www.youtube.com/watch?v=RObC1BqDSms
Как использовать метод apply для трансформации колонок?;https://www.youtube.com/watch?v=wMJviKbzM5o
Как сделать предподготовку данных? Реальные примеры;https://www.youtube.com/watch?v=BrrvxphwDcw
Какая роль у аналитика в команде?;https://www.youtube.com/watch?v=fXCfO3hKv4w
Как автоматизировать скучную работу в Pandas ?;https://www.youtube.com/watch?v=ZY0ywLXKUkI
Способы самопроверки при анализе данных;https://www.youtube.com/watch?v=r05eBsZgnI0
Что такое группировка, агрегация, сортировка данных?;https://www.youtube.com/watch?v=J-w7qAm6aTA
Методы и атрибуты DataFrame, метод Rename;https://www.youtube.com/watch?v=75retgH-WiA
Как научиться считывать данные из таблиц?;https://www.youtube.com/watch?v=5j_4ztce86k
Учимся использовать метод строк FORMAT;https://www.youtube.com/watch?v=c1u1gM6x1Tg
Что такое конструкция IF ELSE;https://www.youtube.com/watch?v=h1ORh1Zcz9s
Что можно делать со списками? Какие методы бывают у списков в Python;https://www.youtube.com/watch?v=UnhkAPWGeW0
Какие переменные есть в Python?;https://www.youtube.com/watch?v=GQP5fe5fXbs
Как оценить эффективность рекламной кампании. Считаем Retention Rate в ClickHouse | Беслан Курашов;https://www.youtube.com/watch?v=aLEDlTvLRPQ
Мария Жавадова о том, как стать аналитиком данных | Интервью | karpov.courses;https://www.youtube.com/watch?v=SMRI4qKgyq8&t=3462s
